"SKU","Product Name","Smell Group","Smell Subgroup","Smell Head","Smell Heart","Smell Base","Colour","hue","value","chroma","Edition"
"401160FR",Toffee Delight,"""Oriental""","""Gourmand""","""Hazelnut""","""Almond""","""Vanilla""","""Light Green""","2.5GY","""9""","""12""","""Classic"""
"401160IT",Toffee Delight,"""Oriental""","""Gourmand""","""Hazelnut""","""Almond""","""Vanilla""","""Light Green""","2.5GY","""9""","""12""","""Classic"""
"401160UK",Toffee Delight,"""Oriental""","""Gourmand""","""Hazelnut""","""Almond""","""Vanilla""","""Light Green""","2.5GY","""9""","""12""","""Classic"""
"401161DE",Rain Drops,"""Fresh""","""Water""","""Orange Zest, Bergamot, Freesia""","""Calone, Clove Bud, Lilac, Cyclamen, Mossy Notes""","""Musky Notes, Sandalwood, Cinnamon Leaf""","""Bright Blue""","7.5BG","""6""","""6""","""Classic"""
"401161FR",Rain Drops,"""Fresh""","""Water""","""Orange Zest, Bergamot, Freesia""","""Calone, Clove Bud, Lilac, Cyclamen, Mossy Notes""","""Musky Notes, Sandalwood, Cinnamon Leaf""","""Bright Blue""","7.5BG","""6""","""6""","""Classic"""
"401163DE",Snowflakes,"""Oriental""","""Sweet""","""Almond""","""nan""","""Vanilla, Musk""","""Ice Blue""","10G","""7""","""4""","""Classic"""
"401163FR",Snowflakes,"""Oriental""","""Oriental""","""nan""","""nan""","""nan""","""Ice Blue""","10G","""7""","""4""","""Classic"""
"401163IT",Snowflakes,"""Oriental""","""Oriental""","""nan""","""nan""","""nan""","""Ice Blue""","10G","""7""","""4""","""Classic"""
"401163UK",Snowflakes,"""Oriental""","""Oriental""","""nan""","""nan""","""nan""","""Ice Blue""","10G","""7""","""4""","""Classic"""
"401164DE",Roasted Coffee,"""Oriental""","""Gourmand""","""Arabica Coffee Bean, Espresso, Cardamom""","""Hazelnut, Atlas Cedar""","""Vanilla Pod, Tonka Bean""","""Brown""","5YR","""6""","""6""","""Classic"""
"401164FR",Roasted Coffee,"""Oriental""","""Gourmand""","""Arabica Coffee Bean, Espresso, Cardamom""","""Hazelnut, Atlas Cedar""","""Vanilla Pod, Tonka Bean""","""Brown""","5YR","""6""","""6""","""Classic"""
"401165DE",Mousse au Chocolat,"""Oriental""","""Gourmand""","""Hazelnut""","""Chocolate""","""Vanilla, Caramel""","""Light Brown""","10YR","""7""","""2""","""Classic"""
"401165UK",Mousse au Chocolat,"""Oriental""","""Gourmand""","""Hazelnut""","""Chocolate""","""Vanilla, Caramel""","""Light Brown""","10YR","""7""","""2""","""Classic"""
"401167IT",Just Fabulous,"""Fresh""","""Citrus""","""nan""","""White Blossom""","""White Musk""","""Turquoise""","10BG","""8""","""6""","""Classic"""
"401168FR",Caramel Dream,"""Oriental""","""Gourmand""","""Almond Milk""","""Honey, Caramel""","""Vanilla, Hazelnut""","""Light Amaranthish Gray""","2.5R","""8""","""4""","""Blogger"""
"401169DE",Forget Me Not,"""Fresh""","""Water""","""Citrus""","""Orchid, Rose, White Bouquet""","""White Musk, Vanilla""","""Light Pink""","10P","""8""","""6""","""Classic"""
"401169FR",Forget Me Not,"""Fresh""","""Water""","""Citrus""","""Orchid, Rose, White Bouquet""","""White Musk, Vanilla""","""Light Pink""","10P","""8""","""6""","""Classic"""
"401170DE",Fresh Lemonade,"""Fresh""","""Citrus""","""Orange Peel, Lemon Zest, Kaffir Lime""","""Crushed Peppermint, Indonesian Lemongrass""","""Black Currant, Applewood""","""Lime Green""","2.5GY","""7""","""10""","""Classic"""
"401170FR",Fresh Lemonade,"""Fresh""","""Citrus""","""Orange Peel, Lemon Zest, Kaffir Lime""","""Crushed Peppermint, Indonesian Lemongrass""","""Black Currant, Applewood""","""Lime Green""","2.5GY","""7""","""10""","""Classic"""
"401171FR","Bella, capricieuse, cute, funny, bad ass","""Fresh""","""Citrus""","""Citrus""","""Mango, Papaya, White Blossom""","""White Musk""","""Pink""","5R","""6""","""12""","""Classic"""
"401171IT","Bella, capricieuse, cute, funny, bad ass","""Fresh""","""Citrus""","""Citrus""","""Mango, Papaya, White Blossom""","""White Musk""","""Pink""","5R","""6""","""12""","""Classic"""
"401173DE",Matcha Latte,"""Oriental""","""Gourmand""","""Citrus, Green Notes""","""Basil, Olive Oil, Mint, Sweet Almond""","""Vanilla, Woods""","""Mint Green""","2.5G","""8""","""8""","""Classic"""
"401173FR",Matcha Latte,"""Oriental""","""Gourmand""","""Citrus, Green Notes""","""Basil, Olive Oil, Mint, Sweet Almond""","""Vanilla, Woods""","""Mint Green""","2.5G","""8""","""8""","""Classic"""
"401173IT",Matcha Latte,"""Oriental""","""Gourmand""","""Citrus, Green Notes""","""Basil, Olive Oil, Mint, Sweet Almond""","""Vanilla, Woods""","""Mint Green""","2.5G","""8""","""8""","""Classic"""
"401174DE",Mulberry Mojito,"""Oriental""","""Gourmand""","""Citrus""","""nan""","""Vanilla""","""Purple""","5P","""5""","""16""","""Classic"""
"401174FR",Mulberry Mojito,"""Oriental""","""Gourmand""","""Citrus""","""nan""","""Vanilla""","""Purple""","5P","""5""","""16""","""Classic"""
"401174IT",Mulberry Mojito,"""Oriental""","""Gourmand""","""Citrus""","""nan""","""Vanilla""","""Purple""","5P","""5""","""16""","""Classic"""
"401175FR",Pear Ice Cream,"""Fresh""","""Fruity""","""Sweet Green Note""","""Pear Pulp""","""Vanilla, White Musk""","""Light Green""","7.5GY","""8""","""4""","""Classic"""
"401175IT",Pear Ice Cream,"""Fresh""","""Fruity""","""Sweet Green Note""","""Pear Pulp""","""Vanilla, White Musk""","""Light Green""","7.5GY","""8""","""4""","""Classic"""
"401176FR",Pink Grapefruit,"""Fresh""","""Citrus""","""Grapefruit, Green, Cassis""","""Rhuibarb, Plum, Peach, Water""","""Musk, Gourmand""","""Light Pink""","2.5R","""7""","""8""","""Classic"""
"401176IT",Pink Grapefruit,"""Fresh""","""Citrus""","""Grapefruit, Green, Cassis""","""Rhuibarb, Plum, Peach, Water""","""Musk, Gourmand""","""Light Pink""","2.5R","""7""","""8""","""Classic"""
"401177DE",Cassis Sorbet,"""Fresh""","""Fruity""","""Citrus""","""Passion Fruit, Exotic Blossom""","""White Musk, Vanilla""","""Purple""","2.5RP","""5""","""10""","""Classic"""
"401177FR",Cassis Sorbet,"""Fresh""","""Fruity""","""Citrus""","""Passion Fruit, Exotic Blossom""","""White Musk, Vanilla""","""Purple""","2.5RP","""5""","""10""","""Classic"""
"401178DE",Bubble Gum,"""Fresh""","""Fruity""","""Citrus""","""Strawberry, Rhubarb, White Flowers""","""Brown Sugar, White Musk""","""Neon Pink""","2.5RP","""6""","""18""","""Classic"""
"401178FR",Bubble Gum,"""Fresh""","""Fruity""","""Citrus""","""Strawberry, Rhubarb, White Flowers""","""Brown Sugar, White Musk""","""Neon Pink""","2.5RP","""6""","""18""","""Classic"""
"401178IT",Bubble Gum,"""Fresh""","""Fruity""","""Citrus""","""Strawberry, Rhubarb, White Flowers""","""Brown Sugar, White Musk""","""Neon Pink""","2.5RP","""6""","""18""","""Classic"""
"401179DE",Hello Summer,"""Fresh""","""Citrus""","""nan""","""White Blossom""","""White Musk""","""Turquoise""","10BG","""8""","""6""","""Classic"""
"401190DE",Shhhh... Just Kiss Me,"""Fresh""","""Fruity""","""Citrus""","""Kiwi Pulp, Green Note""","""White Musk, Brown Sugar""","""White""",N10,"""0""","""10""","""Exclusive"""
"401190FR",Shhhh... Just Kiss Me,"""Fresh""","""Fruity""","""Citrus""","""Kiwi Pulp, Green Note""","""White Musk, Brown Sugar""","""White""",N10,"""0""","""10""","""Exclusive"""
"401193DE",Frozen Berries,"""Fresh""","""Fruity""","""Fruity, Tropical""","""Fruity, Floral""","""Sweet, Fruity""","""Purple""","10P","""4""","""12""","""Classic"""
"401193FR",Frozen Berries,"""Fresh""","""Fruity""","""Fruity, Tropical""","""Fruity, Floral""","""Sweet, Fruity""","""Purple""","10P","""4""","""12""","""Classic"""
"401193IT",Frozen Berries,"""Fresh""","""Fruity""","""Fruity, Tropical""","""Fruity, Floral""","""Sweet, Fruity""","""Purple""","10P","""4""","""12""","""Classic"""
"401193UK",Frozen Berries,"""Fresh""","""Fruity""","""Fruity, Tropical""","""Fruity, Floral""","""Sweet, Fruity""","""Purple""","10P","""4""","""12""","""Classic"""
"401195DE",Cozy & Lazy,"""Oriental""","""Oriental""","""Orange""","""Lily, Jasmine, Violet, Orange Blossom""","""Sheer Musk, Blonde Woods, Vanilla""","""Brown""","7.5YR","""7""","""8""","""Classic"""
"401195FR",Cozy & Lazy,"""Oriental""","""Oriental""","""Orange""","""Lily, Jasmine, Violet, Orange Blossom""","""Sheer Musk, Blonde Woods, Vanilla""","""Brown""","7.5YR","""7""","""8""","""Classic"""
"401195IT",Cozy & Lazy,"""Oriental""","""Oriental""","""Orange""","""Lily, Jasmine, Violet, Orange Blossom""","""Sheer Musk, Blonde Woods, Vanilla""","""Brown""","7.5YR","""7""","""8""","""Classic"""
"401195UK",Cozy & Lazy,"""Oriental""","""Oriental""","""Orange""","""Lily, Jasmine, Violet, Orange Blossom""","""Sheer Musk, Blonde Woods, Vanilla""","""Brown""","7.5YR","""7""","""8""","""Classic"""
"401196DE",Winter Sweets,"""Fresh""","""Water""","""Pear, Green Mint, Ozonic""","""Marine, Lilly Of The Valley, Cinamon, Coconut""","""Sandalwood, Vanilla, Jasmine, Peach""","""Bright Blue""","5B","""6""","""8""","""Classic"""
"401196FR",Winter Sweets,"""Fresh""","""Water""","""Pear, Green Mint, Ozonic""","""Marine, Lilly Of The Valley, Cinamon, Coconut""","""Sandalwood, Vanilla, Jasmine, Peach""","""Bright Blue""","5B","""6""","""8""","""Classic"""
"401196IT",Winter Sweets,"""Fresh""","""Water""","""Pear, Green Mint, Ozonic""","""Marine, Lilly Of The Valley, Cinamon, Coconut""","""Sandalwood, Vanilla, Jasmine, Peach""","""Bright Blue""","5B","""6""","""8""","""Classic"""
"401196UK",Winter Sweets,"""Fresh""","""Water""","""Pear, Green Mint, Ozonic""","""Marine, Lilly Of The Valley, Cinamon, Coconut""","""Sandalwood, Vanilla, Jasmine, Peach""","""Bright Blue""","5B","""6""","""8""","""Classic"""
"401197DE",Jingle Bells,"""Oriental""","""Gourmand""","""Sweet, Milky""","""Sweet, Toasted""","""Sweet""","""Caramel Brown""","10YR","""6""","""10""","""Classic"""
"401197FR",Jingle Bells,"""Oriental""","""Gourmand""","""Sweet, Milky""","""Sweet, Toasted""","""Sweet""","""Caramel Brown""","10YR","""6""","""10""","""Classic"""
"401197IT",Jingle Bells,"""Oriental""","""Gourmand""","""Sweet, Milky""","""Sweet, Toasted""","""Sweet""","""Caramel Brown""","10YR","""6""","""10""","""Classic"""
"401198DE",Let it Snow,"""Fresh""","""Water""","""nan""","""nan""","""nan""","""Turquoise""","7.5BG","""7""","""8""","""Classic"""
"401198FR",Let it Snow,"""Fresh""","""Water""","""nan""","""nan""","""nan""","""Turquoise""","7.5BG","""7""","""8""","""Classic"""
"401198IT",Let it Snow,"""Fresh""","""Water""","""nan""","""nan""","""nan""","""Turquoise""","7.5BG","""7""","""8""","""Classic"""
"401198UK",Let it Snow,"""Fresh""","""Water""","""nan""","""nan""","""nan""","""Turquoise""","7.5BG","""7""","""8""","""Classic"""
"401199DE",Christmas Bakery,"""Oriental""","""Floral""","""Coconut, Milk""","""Jasmine""","""Vanilla, Caramelized Sugar""","""Light Pink""","5RP","""7""","""10""","""Classic"""
"401199FR",Christmas Bakery,"""Oriental""","""Floral""","""Coconut, Milk""","""Jasmine""","""Vanilla, Caramelized Sugar""","""Light Pink""","5RP","""7""","""10""","""Classic"""
"401199IT",Christmas Bakery,"""Oriental""","""Floral""","""Coconut, Milk""","""Jasmine""","""Vanilla, Caramelized Sugar""","""Light Pink""","5RP","""7""","""10""","""Classic"""
"401199UK",Christmas Bakery,"""Oriental""","""Floral""","""Coconut, Milk""","""Jasmine""","""Vanilla, Caramelized Sugar""","""Light Pink""","5RP","""7""","""10""","""Classic"""
"401200DE",Magic Melon,"""Fresh""","""Fruity""","""Melon Pulp""","""White Blossom, Honey""","""Vanilla, Brown Sugar""","""Yellow""","2.5Y","""8""","""10""","""Blogger"""
"401201DE",Moonlight Flowers,"""Woody""","""Mossy Woods""","""Red Berries""","""Pine Needles, Minty Notes""","""Treemoss, Fir Balsam""","""Light Blue""","10B","""7""","""4""","""Classic"""
"401201FR",Moonlight Flowers,"""Woody""","""Mossy Woods""","""Red Berries""","""Pine Needles, Minty Notes""","""Treemoss, Fir Balsam""","""Light Blue""","10B","""7""","""4""","""Classic"""
"401201IT",Moonlight Flowers,"""Woody""","""Mossy Woods""","""Red Berries""","""Pine Needles, Minty Notes""","""Treemoss, Fir Balsam""","""Light Blue""","10B","""7""","""4""","""Classic"""
"401201UK",Moonlight Flowers,"""Woody""","""Mossy Woods""","""Red Berries""","""Pine Needles, Minty Notes""","""Treemoss, Fir Balsam""","""Light Blue""","10B","""7""","""4""","""Classic"""
"401202FR",Holly Chic,"""Fresh""","""Citrus""","""Bergamot, Orange, Pink Citron""","""Orange Blossom, Orchid, Mimosa Blossom""","""Creamy Sandalwood, Teakwood, Tonka Bean""","""Purple""","5P","""7""","""8""","""Exclusive"""
"401203DE",La Vie En Rouge-or-Rosa-Rote Welt,"""Floral""","""Floral""","""Bergamot, Orange""","""White Flowers, Powderry Note""","""White Musk, Incense, Vanilla""","""Pink""","10RP","""6""","""12""","""Exclusive"""
"401203FR",La Vie En Rouge-or-Rosa-Rote Welt,"""Floral""","""Floral""","""Bergamot, Orange""","""White Flowers, Powderry Note""","""White Musk, Incense, Vanilla""","""Pink""","10RP","""6""","""12""","""Exclusive"""
"401205DE","You, Me, Chocolate","""Fresh""","""Fruity""","""Apricot, Plum, Coconut""","""Tuberose, Jasmine, Lily-Of-The-Valley, Rose, Rosewood, Caraway, ""","""Sandalwood, Almond, Vanilla, Musk""","""White""",N10,"""0""","""10""","""Exclusive"""
"401205FR","You, Me, Chocolate","""Fresh""","""Fruity""","""Apricot, Plum, Coconut""","""Tuberose, Jasmine, Lily-Of-The-Valley, Rose, Rosewood, Caraway, ""","""Sandalwood, Almond, Vanilla, Musk""","""White""",N10,"""0""","""10""","""Exclusive"""
"401207DE",Marzipan Joy,"""Oriental""","""Gourmand""","""Almond""","""White Blossom""","""Sweet Woods""","""Light Yellow""","10Y","""9""","""4""","""Blogger"""
"401208DE",Cinnamon Star,"""Oriental""","""Gourmand""","""Aniseed, Buttery, Orange""","""nan""","""Vanilla, Caramel""","""Purple""","5P","""5""","""16""","""Blogger"""
"401209DE",Mandarine Candy,"""Fresh""","""Citrus""","""nan""","""Cinnamon, Nutmeg""","""Malt, Musk""","""Pale Pink""","7.5R","""5""","""16""","""Blogger"""
"401217FR",Cozy Winter,"""Fresh""","""Citrus""","""Sparkling Mandarin, Lush Berry, Mimosa Blossom""","""Apricot Nectar, White Thyme, Lavandin""","""Tuscan Cypress, Violet Leaf, Sheer Musk""","""Beige ""","5Y","""9""","""4""","""Blogger"""
"401218FR",Confidence,"""Oriental""","""Gourmand""","""Coconut, Heliotrope""","""Lily Of The Valley, Jasmine""","""Vanilla, Musk""","""White""",N10,"""0""","""10""","""Blogger"""
"40121DE",True Love,"""Floral""","""Floral""","""Chinese Ginger, Rose Oil, Raspberry""","""Rosewood, Turkish Rose, Lotus Flower""","""Sandalwood, Patchouli, Velvet Oud""","""Dark Red""","5R","""3""","""10""","""Classic"""
"401223DE",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"401223FR",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"401223IT",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"401223UK",Lemon Cream Pie,"""Fresh""","""Citrus""","""Lemon""","""Sweet Almond, Cookie""","""Vanilla, Caramel, White Musk""","""Light Yellow""","2.5GY","""9""","""6""","""Classic"""
"40122DE",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"401232DE",MrsBella,"""Oriental""","""Gourmand""","""Candy Sugar""","""Jasmin, Heliotrope, Muguet""","""Vanilla, Tonka, Caramel, Musk""","""Light Grey""","5B","""8""","""2""","""Blogger"""
"401234DE",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"401234FR",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"401234IT",So Berry,"""Fresh""","""Fruity""","""Tropical Freuits, Peach, Pineapple""","""White Flowers, Jasmin, Galbanum""","""Moss, Honey""","""Pink""","10RP","""6""","""12""","""Classic"""
"401235DE","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"401235FR","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"401235IT","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"401235UK","Sun, Beach & Cocktail","""Fresh""","""Citrus""","""Lemon, Peach, Grapefruit""","""Plum, Tangerine, Sweet Anised, Osmanthus Flower""","""Vanilla, Sandalwood, Musk""","""Light Blue""","7.5BG","""8""","""6""","""Classic"""
"401236DE",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"401236FR",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"401236IT",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"401236UK",Childhood Memories,"""Fresh""","""Green""","""Orange Peel, Cyclamen""","""Leafy Greens, Violet Leaf""","""Sweet Grass, Hay""","""Green""","2.5G","""8""","""6""","""Classic"""
"401237DE",Sugar Babe,"""Fresh""","""Green""","""Plum, Rose""","""Jasmine, Lily, Rose, Amber""","""Vanilla, Musk""","""Pink""","7.5R","""7""","""8""","""Classic"""
"401237FR",Sugar Babe,"""Fresh""","""Green""","""Plum, Rose""","""Jasmine, Lily, Rose, Amber""","""Vanilla, Musk""","""Pink""","7.5R","""7""","""8""","""Classic"""
"401237IT",Sugar Babe,"""Fresh""","""Green""","""Plum, Rose""","""Jasmine, Lily, Rose, Amber""","""Vanilla, Musk""","""Pink""","7.5R","""7""","""8""","""Classic"""
"401237UK",Sugar Babe,"""Fresh""","""Green""","""Plum, Rose""","""Jasmine, Lily, Rose, Amber""","""Vanilla, Musk""","""Pink""","7.5R","""7""","""8""","""Classic"""
"401238DE",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"401238DE",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"401238FR",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"401238FR",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"401238IT",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"401238IT",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"401238UK",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"401238UK",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"401239DE",Pina Colada,"""Oriental""","""Gourmand""","""Crushed Pineapple, Bergamot""","""Coconut Milk, Sparkling Ginger""","""Warm Vanilla, Crystalized Sugar Cane""","""White""",N10,"""0""","""10""","""Classic"""
"401239FR",Pina Colada,"""Oriental""","""Gourmand""","""Crushed Pineapple, Bergamot""","""Coconut Milk, Sparkling Ginger""","""Warm Vanilla, Crystalized Sugar Cane""","""White""",N10,"""0""","""10""","""Classic"""
"401239IT",Pina Colada,"""Oriental""","""Gourmand""","""Crushed Pineapple, Bergamot""","""Coconut Milk, Sparkling Ginger""","""Warm Vanilla, Crystalized Sugar Cane""","""White""",N10,"""0""","""10""","""Classic"""
"401239UK",Pina Colada,"""Oriental""","""Gourmand""","""Crushed Pineapple, Bergamot""","""Coconut Milk, Sparkling Ginger""","""Warm Vanilla, Crystalized Sugar Cane""","""White""",N10,"""0""","""10""","""Classic"""
"401243FR",Endless Love,"""Floral""","""Floral""","""Bergamot, Mandarin, Cassis ""","""Neroli, Jasmin, Rose""","""Patchouli, Vanilla, Precious Woods""","""White""",N10,"""0""","""10""","""Blogger"""
"40124DE",Creamy Vanilla,"""Oriental""","""Gourmand""","""Vanilla, Warm Milk""","""Vanilla, Hawthorn""","""Vanilla, Coconut""","""Beige ""","5Y","""9""","""4""","""Classic"""
"40125DE",Pink Cherry,"""Fresh""","""Fruity""","""Valencia Orange, Maraschino Cherry, Raspberry Leaf""","""Wild Strawberry, Violet Petal, Lush Greens""","""Granulated Sugar, Green Apple Peel, Soft Vanilla""","""Pink""","5RP","""5""","""18""","""Classic"""
"401266DE",Fresh Lychee,"""Fresh""","""Fruity""","""Citrus""","""Litchee""","""White Musk""","""Coral""","7.5R","""7""","""8""","""Classic"""
"401266FR",Fresh Lychee,"""Fresh""","""Fruity""","""Citrus""","""Litchee""","""White Musk""","""Coral""","7.5R","""7""","""8""","""Classic"""
"401266IT",Fresh Lychee,"""Fresh""","""Fruity""","""Citrus""","""Litchee""","""White Musk""","""Coral""","7.5R","""7""","""8""","""Classic"""
"401267DE",Cozy Fireplace,"""Oriental""","""Gourmand""","""Citrus""","""White Sea, White Flowers""","""Vanilla, White Musks""","""White""",N10,"""0""","""10""","""Classic"""
"401267FR",Cozy Fireplace,"""Oriental""","""Gourmand""","""Citrus""","""White Sea, White Flowers""","""Vanilla, White Musks""","""White""",N10,"""0""","""10""","""Classic"""
"401267IT",Cozy Fireplace,"""Oriental""","""Gourmand""","""Citrus""","""White Sea, White Flowers""","""Vanilla, White Musks""","""White""",N10,"""0""","""10""","""Classic"""
"401268DE",Magical Winter,"""Oriental""","""Gourmand""","""Crisp Apple, Chamomile, Bergamot""","""Cinnamon Stick, Clove, Bud, Rosemary, Raspberry""","""Flint Accord, Cedar Leaf, Sandalwood, Incense, Patchouli""","""Light Purple""","5RP","""9""","""2""","""Classic"""
"401268FR",Magical Winter,"""Oriental""","""Gourmand""","""Crisp Apple, Chamomile, Bergamot""","""Cinnamon Stick, Clove, Bud, Rosemary, Raspberry""","""Flint Accord, Cedar Leaf, Sandalwood, Incense, Patchouli""","""Light Purple""","5RP","""9""","""2""","""Classic"""
"401268IT",Magical Winter,"""Oriental""","""Gourmand""","""Crisp Apple, Chamomile, Bergamot""","""Cinnamon Stick, Clove, Bud, Rosemary, Raspberry""","""Flint Accord, Cedar Leaf, Sandalwood, Incense, Patchouli""","""Light Purple""","5RP","""9""","""2""","""Classic"""
"401269DE",Hot Chestnut,"""Oriental""","""Gourmand""","""Aromatic, Hawthorne""","""Carnation, Iris, Geranium""","""Vanilla, Amber, Sandalwood""","""Brown""","5YR","""5""","""10""","""Classic"""
"401269FR",Hot Chestnut,"""Oriental""","""Gourmand""","""Aromatic, Hawthorne""","""Carnation, Iris, Geranium""","""Vanilla, Amber, Sandalwood""","""Brown""","5YR","""5""","""10""","""Classic"""
"401270DE",La-la Llama,"""Fresh""","""Green""","""Bergamot, Bamboo, Green Aloe Leaf""","""Jasmine, Rose""","""Musk, Amber""","""Beige ""","10YR","""8""","""4""","""Exclusive"""
"401270FR",La-la Llama,"""Fresh""","""Green""","""Bergamot, Bamboo, Green Aloe Leaf""","""Jasmine, Rose""","""Musk, Amber""","""Beige ""","10YR","""8""","""4""","""Exclusive"""
"401270IT",La-la Llama,"""Fresh""","""Green""","""Bergamot, Bamboo, Green Aloe Leaf""","""Jasmine, Rose""","""Musk, Amber""","""Beige ""","10YR","""8""","""4""","""Exclusive"""
"401271DE",Schoko-Minze,"""Oriental""","""Gourmand""","""Mint""","""Chocolate""","""Vanilla""","""Green""","2.5G","""8""","""6""","""Classic"""
"401272DE",Soft Sandalwood,"""Oriental""","""Oriental""","""Bergamot, Ginger""","""Geranium""","""Sandalwood, Cedar Wood, Patchouly""","""Dark Yellow""","2.5Y","""8""","""10""","""Classic"""
"401272FR",Soft Sandalwood,"""Oriental""","""Oriental""","""Bergamot, Ginger""","""Geranium""","""Sandalwood, Cedar Wood, Patchouly""","""Dark Yellow""","2.5Y","""8""","""10""","""Classic"""
"401272IT",Soft Sandalwood,"""Oriental""","""Oriental""","""Bergamot, Ginger""","""Geranium""","""Sandalwood, Cedar Wood, Patchouly""","""Dark Yellow""","2.5Y","""8""","""10""","""Classic"""
"401273DE",Delicious Christmas,"""Fresh""","""Green""","""Orange Zest, Bergamot, Cassis""","""Clove Leaf, Redberry, Cashmere, Mulberry""","""Vanilla, Fluid Musk, White Balsam""","""Pink""","10RP","""4""","""12""","""Classic"""
"401274FR",Delicious Christmas,"""Fresh""","""Green""","""Orange Zest, Bergamot, Cassis""","""Clove Leaf, Redberry, Cashmere, Mulberry""","""Vanilla, Fluid Musk, White Balsam""","""Pink""","10RP","""4""","""12""","""Classic"""
"401274IT",Delicious Christmas,"""Fresh""","""Green""","""Orange Zest, Bergamot, Cassis""","""Clove Leaf, Redberry, Cashmere, Mulberry""","""Vanilla, Fluid Musk, White Balsam""","""Pink""","10RP","""4""","""12""","""Classic"""
"401275DE",Little Fox,"""Oriental""","""Gourmand""","""Pear, Plum, Apple Slices""","""Nutmeg, Cinnamon, Eucalyptus, Butter Cider""","""Heliotrope, Vanilla, Amber, Tonka Bean""","""Bordeaux ""","5R","""3""","""8""","""Exclusive"""
