"SKU","Product Name","Smell Group","Smell Subgroup","Smell Head","Smell Heart","Smell Base","Colour","hue","value","chroma","Edition"
"201238FR",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"201238FR",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"201238IT",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"201238IT",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"201238UK",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"201238UK",Thai Orchid,"""Floral""","""Floral""","""Ylang, Green Notes""","""nan""","""Vanilla, Jasmine, Orange Blossom, Musk""","""Lilac""","7.5P","""7""","""4""","""Classic"""
"201239DE",Pina Colada,"""Oriental""","""Gourmand""","""Crushed Pineapple, Bergamot""","""Coconut Milk, Sparkling Ginger""","""Warm Vanilla, Crystalized Sugar Cane""","""White""",N10,"""0""","""10""","""Classic"""
"201239FR",Pina Colada,"""Oriental""","""Gourmand""","""Crushed Pineapple, Bergamot""","""Coconut Milk, Sparkling Ginger""","""Warm Vanilla, Crystalized Sugar Cane""","""White""",N10,"""0""","""10""","""Classic"""
"201239IT",Pina Colada,"""Oriental""","""Gourmand""","""Crushed Pineapple, Bergamot""","""Coconut Milk, Sparkling Ginger""","""Warm Vanilla, Crystalized Sugar Cane""","""White""",N10,"""0""","""10""","""Classic"""
"201239UK",Pina Colada,"""Oriental""","""Gourmand""","""Crushed Pineapple, Bergamot""","""Coconut Milk, Sparkling Ginger""","""Warm Vanilla, Crystalized Sugar Cane""","""White""",N10,"""0""","""10""","""Classic"""
"20123DE",Hawaiian Coconut,"""Oriental""","""Gourmand""","""Coconut""","""Jasmine, Candy""","""Musk, Vanilla""","""White""",N10,"""0""","""10""","""Classic"""
"201247DE",Miniherz,"""Fresh""","""Powdery""","""nan""","""nan""","""nan""","""White""",N10,"""0""","""10""","""Blogger"""
"20124DE",Creamy Vanilla,"""Oriental""","""Gourmand""","""Vanilla, Warm Milk""","""Vanilla, Hawthorn""","""Vanilla, Coconut""","""Beige ""","5Y","""9""","""4""","""Classic"""
"20125DE",Pink Cherry,"""Fresh""","""Fruity""","""Valencia Orange, Maraschino Cherry, Raspberry Leaf""","""Wild Strawberry, Violet Petal, Lush Greens""","""Granulated Sugar, Green Apple Peel, Soft Vanilla""","""Pink""","5RP","""5""","""18""","""Classic"""
"201266DE",Fresh Lychee,"""Fresh""","""Fruity""","""Citrus""","""Litchee""","""White Musk""","""Coral""","7.5R","""7""","""8""","""Classic"""
"201266FR",Fresh Lychee,"""Fresh""","""Fruity""","""Citrus""","""Litchee""","""White Musk""","""Coral""","7.5R","""7""","""8""","""Classic"""
"201266IT",Fresh Lychee,"""Fresh""","""Fruity""","""Citrus""","""Litchee""","""White Musk""","""Coral""","7.5R","""7""","""8""","""Classic"""
"201267DE",Cozy Fireplace,"""Oriental""","""Gourmand""","""Citrus""","""White Sea, White Flowers""","""Vanilla, White Musks""","""White""",N10,"""0""","""10""","""Classic"""
"201267FR",Cozy Fireplace,"""Oriental""","""Gourmand""","""Citrus""","""White Sea, White Flowers""","""Vanilla, White Musks""","""White""",N10,"""0""","""10""","""Classic"""
"201267IT",Cozy Fireplace,"""Oriental""","""Gourmand""","""Citrus""","""White Sea, White Flowers""","""Vanilla, White Musks""","""White""",N10,"""0""","""10""","""Classic"""
"201268DE",Magical Winter,"""Oriental""","""Gourmand""","""Crisp Apple, Chamomile, Bergamot""","""Cinnamon Stick, Clove, Bud, Rosemary, Raspberry""","""Flint Accord, Cedar Leaf, Sandalwood, Incense, Patchouli""","""Light Purple""","5RP","""9""","""2""","""Classic"""
"201268FR",Magical Winter,"""Oriental""","""Gourmand""","""Crisp Apple, Chamomile, Bergamot""","""Cinnamon Stick, Clove, Bud, Rosemary, Raspberry""","""Flint Accord, Cedar Leaf, Sandalwood, Incense, Patchouli""","""Light Purple""","5RP","""9""","""2""","""Classic"""
"201268IT",Magical Winter,"""Oriental""","""Gourmand""","""Crisp Apple, Chamomile, Bergamot""","""Cinnamon Stick, Clove, Bud, Rosemary, Raspberry""","""Flint Accord, Cedar Leaf, Sandalwood, Incense, Patchouli""","""Light Purple""","5RP","""9""","""2""","""Classic"""
"201269DE",Hot Chestnut,"""Oriental""","""Gourmand""","""Aromatic, Hawthorne""","""Carnation, Iris, Geranium""","""Vanilla, Amber, Sandalwood""","""Brown""","5YR","""5""","""10""","""Classic"""
"201269FR",Hot Chestnut,"""Oriental""","""Gourmand""","""Aromatic, Hawthorne""","""Carnation, Iris, Geranium""","""Vanilla, Amber, Sandalwood""","""Brown""","5YR","""5""","""10""","""Classic"""
"201269IT",Hot Chestnut,"""Oriental""","""Gourmand""","""Aromatic, Hawthorne""","""Carnation, Iris, Geranium""","""Vanilla, Amber, Sandalwood""","""Brown""","5YR","""5""","""10""","""Classic"""
"201271DE",Schoko-Minze,"""Oriental""","""Gourmand""","""Mint""","""Chocolate""","""Vanilla""","""Green""","2.5G","""8""","""6""","""Classic"""
"201272DE",Soft Sandalwood,"""Oriental""","""Oriental""","""Bergamot, Ginger""","""Geranium""","""Sandalwood, Cedar Wood, Patchouly""","""Dark Yellow""","2.5Y","""8""","""10""","""Classic"""
"201272FR",Soft Sandalwood,"""Oriental""","""Oriental""","""Bergamot, Ginger""","""Geranium""","""Sandalwood, Cedar Wood, Patchouly""","""Dark Yellow""","2.5Y","""8""","""10""","""Classic"""
"201272IT",Soft Sandalwood,"""Oriental""","""Oriental""","""Bergamot, Ginger""","""Geranium""","""Sandalwood, Cedar Wood, Patchouly""","""Dark Yellow""","2.5Y","""8""","""10""","""Classic"""
"201273DE",Delicious Christmas,"""Fresh""","""Green""","""Orange Zest, Bergamot, Cassis""","""Clove Leaf, Redberry, Cashmere, Mulberry""","""Vanilla, Fluid Musk, White Balsam""","""Pink""","10RP","""4""","""12""","""Classic"""
"201274FR",Delicious Christmas,"""Fresh""","""Green""","""Orange Zest, Bergamot, Cassis""","""Clove Leaf, Redberry, Cashmere, Mulberry""","""Vanilla, Fluid Musk, White Balsam""","""Pink""","10RP","""4""","""12""","""Classic"""
"201274IT",Delicious Christmas,"""Fresh""","""Green""","""Orange Zest, Bergamot, Cassis""","""Clove Leaf, Redberry, Cashmere, Mulberry""","""Vanilla, Fluid Musk, White Balsam""","""Pink""","10RP","""4""","""12""","""Classic"""
"20127DE",Cuddle Candle,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""Blue""","2.5PB","""7""","""8""","""Classic"""
"201281FR",Good Vibes Only,"""Oriental""","""Gourmand""","""Cream, Coconut Water, Candy""","""Coconut, Amber""","""Vanilla, Musk, Sandalwood""","""White""",N10,"""0""","""10""","""Blogger"""
"201287DE",Happy Penguin,,,,,,"""White""",N10,"""0""","""10""","""Exclusive"""
"201287FR",Happy Penguin,,,,,,"""White""",N10,"""0""","""10""","""Exclusive"""
"201287IT",Happy Penguin,,,,,,"""White""",N10,"""0""","""10""","""Exclusive"""
"20128DE",Ice Cream Orange,,,,,,,,,,"""Classic"""
"201302UK",Pretty in Pink,"""Oriental""","""Gourmand""","""Green Leaves, Watery""","""Pineapple, Coconut, Prune, Marine""","""Vanilla, Musk, Jasmine""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"201303UK",Rosy Glow,"""Floral""","""Floral""","""Cassis, Orange, Pineapple""","""Ozonic, Tropical, Coconut, Red Fruit, Hibiscus Blossom""","""Sweet, Musk, Sandalwood, Peach""","""Dark Red""","5R","""4""","""14""","""Classic"""
"201304UK",Pure and Simple,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""White""",N10,"""0""","""10""","""Classic"""
"201305UK",You Are My Sunshine,"""Oriental""","""Gourmand""","""Butter Note""","""Milky Note""","""Vanilla, Sweet Sugar""","""Light Orange""","2.5Y","""8""","""8""","""Classic"""
"201315DE",Sangria Party,"""Sweet""","""Sweet""","""Mandarin, Lime""","""Berry, Fruit, Orange""","""Floral, Orange, Soft Musk""","""Light Orange""","10YR","""8""","""6""","""Classic"""
"201315FR",Sangria Party,"""Sweet""","""Sweet""","""Mandarin, Lime""","""Berry, Fruit, Orange""","""Floral, Orange, Soft Musk""","""Light Orange""","10YR","""8""","""6""","""Classic"""
"201315IT",Sangria Party,"""Sweet""","""Sweet""","""Mandarin, Lime""","""Berry, Fruit, Orange""","""Floral, Orange, Soft Musk""","""Light Orange""","10YR","""8""","""6""","""Classic"""
"201316DE",Fairy Dust,"""Fresh""","""Fruity""","""Citrus, Orange, Bergamot""","""Citrus, Green Mango, Sea Salt""","""Sea Kelp, Floral, Amber""","""Greyish Indigo""","10PB","""5""","""10""","""Classic"""
"201316FR",Fairy Dust,"""Fresh""","""Fruity""","""Citrus, Orange, Bergamot""","""Citrus, Green Mango, Sea Salt""","""Sea Kelp, Floral, Amber""","""Greyish Indigo""","10PB","""5""","""10""","""Classic"""
"201316IT",Fairy Dust,"""Fresh""","""Fruity""","""Citrus, Orange, Bergamot""","""Citrus, Green Mango, Sea Salt""","""Sea Kelp, Floral, Amber""","""Greyish Indigo""","10PB","""5""","""10""","""Classic"""
"201317DE",Tropical Like It‘s Hot!,"""Fruity""","""Fresh""","""Citrus, Pineapple, Tropical""","""Hibiscus, Guava, Berry""","""Sugar Cane, Fruit, Floral""","""Blue""","5PB","""4""","""10""","""Classic"""
"201317FR",Tropical Like It‘s Hot!,"""Fruity""","""Fresh""","""Citrus, Pineapple, Tropical""","""Hibiscus, Guava, Berry""","""Sugar Cane, Fruit, Floral""","""Blue""","5PB","""4""","""10""","""Classic"""
"201317IT",Tropical Like It‘s Hot!,"""Fruity""","""Fresh""","""Citrus, Pineapple, Tropical""","""Hibiscus, Guava, Berry""","""Sugar Cane, Fruit, Floral""","""Blue""","5PB","""4""","""10""","""Classic"""
"201318DE",Life is a Beach,"""Fresh""","""Floral""","""Lavender, Moss""","""Sea Minerals, Bergamot""","""Sandalwood, Amber""","""Light Blue""","10B","""7""","""8""","""Classic"""
"201318FR",Life is a Beach,"""Fresh""","""Floral""","""Lavender, Moss""","""Sea Minerals, Bergamot""","""Sandalwood, Amber""","""Light Blue""","10B","""7""","""8""","""Classic"""
"201318IT",Life is a Beach,"""Fresh""","""Floral""","""Lavender, Moss""","""Sea Minerals, Bergamot""","""Sandalwood, Amber""","""Light Blue""","10B","""7""","""8""","""Classic"""
"20131DE",Vanilla Applepie,,,,,,,,,,"""Classic"""
"20132DE",Creme Brulee,"""Oriental""","""Gourmand""","""Milky Note""","""Chocolate""","""Vanilla, Brown Sugar""","""Brown""","10YR","""7""","""8""","""Classic"""
"20132IT",Creme Brulee,"""Oriental""","""Gourmand""","""Milky Note""","""Chocolate""","""Vanilla, Brown Sugar""","""Brown""","10YR","""7""","""8""","""Classic"""
"20132UK",Creme Brulee,"""Oriental""","""Gourmand""","""Milky Note""","""Chocolate""","""Vanilla, Brown Sugar""","""Brown""","10YR","""7""","""8""","""Classic"""
"20133DE",Ice Cream Vanilla,"""Oriental""","""Gourmand""","""Vanilla, Warm Milk""","""Vanilla, Hawthorn""","""Vanilla, Coconut""","""Beige ""","5Y","""9""","""4""","""Classic"""
"20133FR",Ice Cream Vanilla,"""Oriental""","""Gourmand""","""Vanilla, Warm Milk""","""Vanilla, Hawthorn""","""Vanilla, Coconut""","""Beige ""","5Y","""9""","""4""","""Classic"""
"20133IT",Ice Cream Vanilla,"""Oriental""","""Gourmand""","""Vanilla, Warm Milk""","""Vanilla, Hawthorn""","""Vanilla, Coconut""","""Beige ""","5Y","""9""","""4""","""Classic"""
"20133UK",Ice Cream Vanilla,"""Oriental""","""Gourmand""","""Vanilla, Warm Milk""","""Vanilla, Hawthorn""","""Vanilla, Coconut""","""Beige ""","5Y","""9""","""4""","""Classic"""
"20134DE",Strawberry Cupcake,"""Fresh""","""Fruity""","""nan""","""nan""","""nan""","""Red""","5R","""4""","""14""","""Classic"""
"201359DE-B",Creamy Cappuccino,,,,,,"""Violet""","7.5PB","""7""","""4""","""Classic"""
"201359FR-B",Creamy Cappuccino,,,,,,"""Violet""","7.5PB","""7""","""4""","""Classic"""
"201359IT-B",Creamy Cappuccino,,,,,,"""Violet""","7.5PB","""7""","""4""","""Classic"""
"201360DE-B",Sweet Surprise,,,,,,"""White""",N10,"""0""","""10""","""Classic"""
"201360FR-B",Sweet Surprise,,,,,,"""White""",N10,"""0""","""10""","""Classic"""
"201360IT-B",Sweet Surprise,,,,,,"""White""",N10,"""0""","""10""","""Classic"""
"20136DE",Frische Minze,,,,,,,,,,"""Classic"""
"20137DE",Fruchtige Feigen,,,,,,,,,,"""Classic"""
"20142DE",Fruity Watermelon,"""Fresh""","""Fruity""","""nan""","""nan""","""nan""","""Pink""","2.5R","""5""","""10""","""Classic"""
"20144DE",Spritzige Brombeere,,,,,,,,,,"""Classic"""
"20146DE",Cinnamon,,,,,,,,,,"""Classic"""
"20148DE",Merry Christmas,"""Oriental""","""Oriental""","""Frangipani Blossom""","""Oliban, White Tea, Cherry Blossom""","""nan""","""Dark Green""","5G","""5""","""8""","""Classic"""
"20149DE",Mulled Wine,"""Oriental""","""Gourmand""","""Orange""","""Almond, Star Anise""","""Cinnamon, Cloves""","""Dark Red""","5R","""3""","""10""","""Classic"""
"20149FR",Mulled Wine,"""Oriental""","""Gourmand""","""Orange""","""Almond, Star Anise""","""Cinnamon, Cloves""","""Dark Red""","5R","""3""","""10""","""Classic"""
"20149IT",Mulled Wine,"""Oriental""","""Gourmand""","""Orange""","""Almond, Star Anise""","""Cinnamon, Cloves""","""Dark Red""","5R","""3""","""10""","""Classic"""
"20150DE",Happy New Year,,,,,,,,,,"""Classic"""
"20151DE",Gingerbread,"""Oriental""","""Gourmand""","""Lemon Peel, Groun Cinnamon""","""Grated Ginger, Star Anise, Clove Bud""","""Baked Cooki, Maple Sugar, Vanilla Bean""","""Red""","7.5R","""3""","""8""","""Classic"""
"20152DE",Santa Claus,"""Oriental""","""Gourmand""","""Almond Milk""","""Honey, Caramel""","""Vanilla, Hazelnut""","""Pink ""","5R","""5""","""18""","""Classic"""
"20153DE",Cinnamon Bun,"""Oriental""","""Gourmand""","""Lemon Peel, Clove Leaf""","""Cinnamon Bark, Grated Nutmeg""","""Bing Cherry, Sugared Vanilla""",,,,,"""Classic"""
"20154DE",Vanilla Croissant,"""Oriental""","""Gourmand""","""Angel Food Cake Accord, Whipped Buttercream""","""French Vanilla Bean""","""Coconut Milk""","""Beige ""","5Y","""9""","""4""","""Classic"""
"20155DE",Baked Apple,"""Fresh""","""Fruity""","""Apple, Orange""","""Cinnamon, Cloves""","""Vanilla""","""Red""","7.5R","""5""","""18""","""Classic"""
"20155FR",Baked Apple,"""Fresh""","""Fruity""","""Apple, Orange""","""Cinnamon, Cloves""","""Vanilla""","""Red""","7.5R","""5""","""18""","""Classic"""
"20155UK",Baked Apple,"""Fresh""","""Fruity""","""Apple, Orange""","""Cinnamon, Cloves""","""Vanilla""","""Red""","7.5R","""5""","""18""","""Classic"""
"20156DE",Weihnachts-Kuschel,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""Blue""","2.5PB","""7""","""8""","""Classic"""
"20159FR",Strawberry Cupcake,"""Fresh""","""Fruity""","""nan""","""nan""","""nan""","""Red""","5R","""4""","""14""","""Classic"""
"20159IT",Strawberry Cupcake,"""Fresh""","""Fruity""","""nan""","""nan""","""nan""","""Red""","5R","""4""","""14""","""Classic"""
"20159UK",Strawberry Cupcake,"""Fresh""","""Fruity""","""nan""","""nan""","""nan""","""Red""","5R","""4""","""14""","""Classic"""
"20160UK",Lemon Grass,,,,,,,,,,"""Classic"""
"20161UK",Hawaiian Coconut,"""Oriental""","""Gourmand""","""Coconut""","""Jasmine, Candy""","""Musk, Vanilla""","""White""",N10,"""0""","""10""","""Classic"""
"20162UK",Vanilla Applepie,,,,,,,,,,"""Classic"""
"20163FR",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"20163IT",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"20163UK",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"20164UK",Cinnamon Bun,"""Oriental""","""Gourmand""","""Lemon Peel, Clove Leaf""","""Cinnamon Bark, Grated Nutmeg""","""Bing Cherry, Sugared Vanilla""",,,,,"""Classic"""
"20165DE",Merry Christmas,,,,,,"""Dark Green""","5G","""5""","""8""","""Classic"""
"20165FR",Merry Christmas,,,,,,"""Dark Green""","5G","""5""","""8""","""Classic"""
"20165IT",Merry Christmas,,,,,,"""Dark Green""","5G","""5""","""8""","""Classic"""
"20165UK",Merry Christmas,"""Oriental""","""Gourmand""","""Candy Floss, Butter, Cream""","""Maple, Creamy, Honey""","""Caramel, Vanilla""","""Dark Green""","5G","""5""","""8""","""Classic"""
"20166DE",Santa Claus,"""nan""","""nan""","""nan""","""nan""","""nan""","""Pink ""","5R","""5""","""18""","""Classic"""
"20166FR",Santa Claus,"""nan""","""nan""","""nan""","""nan""","""nan""","""Pink ""","5R","""5""","""18""","""Classic"""
"20166IT",Santa Claus,"""Oriental""","""Gourmand""","""Almond Milk""","""Honey, Caramel""","""Vanilla, Hazelnut""","""Pink ""","5R","""5""","""18""","""Classic"""
"20166UK",Santa Claus,"""Oriental""","""Gourmand""","""Almond Milk""","""Honey, Caramel""","""Vanilla, Hazelnut""","""Pink ""","5R","""5""","""18""","""Classic"""
"20167FR",Cuddle Candle,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""Blue""","2.5PB","""7""","""8""","""Classic"""
"20167IT",Cuddle Candle,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""Blue""","2.5PB","""7""","""8""","""Classic"""
"20167UK",Cuddle Candle,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""Blue""","2.5PB","""7""","""8""","""Classic"""
"20170DE",Candy Cane,"""Oriental""","""Gourmand""","""Almond Milk""","""Honey, Caramel""","""Vanilla, Hazelnut""","""White""",N10,"""0""","""10""","""Classic"""
"20171DE",Coconut Macaroons,"""Oriental""","""Gourmand""","""Coconut""","""Jasmine, Candy""","""Musk, Vanilla""","""White""",N10,"""0""","""10""","""Classic"""
"20172DE",Roasted Almonds,"""Oriental""","""Gourmand""","""Milk, Peach""","""Cake, Honey""","""Vanilla, Sugar""","""Brown""","5YR","""5""","""8""","""Classic"""
"20172FR",Roasted Almonds,"""Oriental""","""Gourmand""","""Milk, Peach""","""Cake, Honey""","""Vanilla, Sugar""","""Brown""","5YR","""5""","""8""","""Classic"""
"20172IT",Roasted Almonds,"""Oriental""","""Gourmand""","""Milk, Peach""","""Cake, Honey""","""Vanilla, Sugar""","""Brown""","5YR","""5""","""8""","""Classic"""
"20172UK",Roasted Almonds,"""Oriental""","""Gourmand""","""Milk, Peach""","""Cake, Honey""","""Vanilla, Sugar""","""Brown""","5YR","""5""","""8""","""Classic"""
"20177FR",Candy Cane,"""Oriental""","""Gourmand""","""Almond Milk""","""Honey, Caramel""","""Vanilla, Hazelnut""","""White""",N10,"""0""","""10""","""Classic"""
"20177IT",Candy Cane,"""Oriental""","""Gourmand""","""Almond Milk""","""Honey, Caramel""","""Vanilla, Hazelnut""","""White""",N10,"""0""","""10""","""Classic"""
"20178FR",Gingerbread,"""Oriental""","""Gourmand""","""Lemon Peel, Groun Cinnamon""","""Grated Ginger, Star Anise, Clove Bud""","""Baked Cooki, Maple Sugar, Vanilla Bean""","""Red""","7.5R","""3""","""8""","""Classic"""
"20178IT",Gingerbread,"""Oriental""","""Gourmand""","""Lemon Peel, Groun Cinnamon""","""Grated Ginger, Star Anise, Clove Bud""","""Baked Cooki, Maple Sugar, Vanilla Bean""","""Red""","7.5R","""3""","""8""","""Classic"""
"20178UK",Gingerbread,"""Oriental""","""Gourmand""","""Lemon Peel, Groun Cinnamon""","""Grated Ginger, Star Anise, Clove Bud""","""Baked Cooki, Maple Sugar, Vanilla Bean""","""Red""","7.5R","""3""","""8""","""Classic"""
